id,code,name
stps_sector_644,33421,FABRICACIÓN DE APARATOS TELEFÓNICOS
stps_sector_645,33422,"FABRICACIÓN DE EQUIPO DE TRANSMISIÓN Y RECEPCIÓN DE SEÑALES DE RADIO, TELEVISIÓN Y CABLE"
stps_sector_646,33429,FABRICACIÓN DE OTROS EQUIPOS DE COMUNICACIÓN
stps_sector_647,33431,FABRICACIÓN DE EQUIPO DE AUDIO Y DE VIDEO
stps_sector_648,33441,FABRICACIÓN DE COMPONENTES ELECTRÓNICOS
stps_sector_649,33451,"FABRICACIÓN DE INSTRUMENTOS DE NAVEGACIÓN, MEDICIÓN, MÉDICOS Y DE CONTROL"
stps_sector_650,33461,FABRICACIÓN Y REPRODUCCIÓN DE MEDIOS MAGNÉTICOS Y ÓPTICOS
stps_sector_651,33511,FABRICACIÓN DE FOCOS
stps_sector_652,33512,FABRICACIÓN DE LÁMPARAS ORNAMENTALES
stps_sector_653,33521,FABRICACIÓN DE ENSERES ELECTRODOMÉSTICOS MENORES
stps_sector_654,33522,FABRICACIÓN DE APARATOS DE LÍNEA BLANCA
stps_sector_655,33531,FABRICACIÓN DE EQUIPO DE GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA
stps_sector_656,33591,FABRICACIÓN DE ACUMULADORES Y PILAS
stps_sector_657,33592,FABRICACIÓN DE CABLES DE CONDUCCIÓN ELÉCTRICA
stps_sector_658,33593,"FABRICACIÓN DE ENCHUFES, CONTACTOS, FUSIBLES Y OTROS ACCESORIOS PARA INSTALACIONES ELÉCTRICAS"
stps_sector_659,33599,FABRICACIÓN DE OTROS PRODUCTOS ELÉCTRICOS
stps_sector_660,33611,FABRICACIÓN DE AUTOMÓVILES Y CAMIONETAS
stps_sector_661,33612,FABRICACIÓN DE CAMIONES Y TRACTOCAMIONES
stps_sector_662,33621,FABRICACIÓN DE CARROCERÍAS Y REMOLQUES
stps_sector_663,33631,FABRICACIÓN DE MOTORES DE GASOLINA Y SUS PARTES PARA VEHÍCULOS AUTOMOTRICES
stps_sector_664,33632,FABRICACIÓN DE EQUIPO ELÉCTRICO Y ELECTRÓNICO PARA VEHÍCULOS AUTOMOTORES
stps_sector_665,33633,FABRICACIÓN DE PARTES DE SISTEMAS DE DIRECCIÓN Y DE SUSPENSIÓN PARA VEHÍCULOS AUTOMOTRICES
stps_sector_666,33634,FABRICACIÓN DE PARTES DE SISTEMAS DE FRENOS PARA VEHÍCULOS AUTOMOTRICES
stps_sector_667,33635,FABRICACIÓN DE PARTES DE SISTEMAS DE TRANSMISIÓN
stps_sector_668,33636,FABRICACIÓN DE ASIENTOS PARA VEHÍCULOS AUTOMOTORES
stps_sector_669,33637,FABRICACIÓN DE PIEZAS METÁLICAS TROQUELADAS PARA VEHÍCULOS AUTOMOTRICES
stps_sector_670,33639,FABRICACIÓN DE OTRAS PARTES PARA VEHÍCULOS AUTOMOTRICES
stps_sector_671,33641,FABRICACIÓN DE EQUIPO AEROESPACIAL
stps_sector_672,33651,FABRICACIÓN DE EQUIPO FERROVIARIO
stps_sector_673,33661,FABRICACIÓN DE EMBARCACIONES
stps_sector_674,33699,FABRICACIÓN DE OTRO EQUIPO DE TRANSPORTE
stps_sector_675,33711,FABRICACIÓN DE COCINAS
stps_sector_676,33712,"FABRICACIÓN DE MUEBLES, EXCEPTO COCINAS Y MUEBLES DE OFICINA Y ESTANTERÍA"
stps_sector_677,33721,FABRICACIÓN DE MUEBLES DE OFICINA Y ESTANTERÍA
stps_sector_678,33791,FABRICACIÓN DE COLCHONES
stps_sector_679,33792,FABRICACIÓN DE PERSIANAS Y CORTINEROS
stps_sector_680,33911,"FABRICACIÓN DE EQUIPO Y MATERIAL PARA USO MÉDICO, DENTAL Y PARA LABORATORIO"
stps_sector_681,33991,METALISTERÍA Y JOYERÍA
stps_sector_682,33992,FABRICACIÓN DE ARTÍCULOS DEPORTIVOS
stps_sector_683,33993,FABRICACIÓN DE JUGUETES
stps_sector_684,33994,"FABRICACIÓN DE ARTÍCULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA"
stps_sector_685,33995,FABRICACIÓN DE ANUNCIOS
stps_sector_686,33999,OTRAS INDUSTRIAS MANUFACTURERAS
stps_sector_687,43111,COMERCIO AL POR MAYOR DE ABARROTES
stps_sector_688,43112,COMERCIO AL POR MAYOR DE CARNES
stps_sector_689,43113,COMERCIO AL POR MAYOR DE FRUTAS Y VERDURAS FRESCAS
stps_sector_690,43114,COMERCIO AL POR MAYOR DE HUEVO
stps_sector_691,43115,"COMERCIO AL POR MAYOR DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS"
stps_sector_692,43116,COMERCIO AL POR MAYOR DE LECHE Y OTROS PRODUCTOS LÁCTEOS
stps_sector_693,43117,COMERCIO AL POR MAYOR DE EMBUTIDOS
stps_sector_694,43118,COMERCIO AL POR MAYOR DE DULCES Y MATERIAS PRIMAS PARA REPOSTERÍA
stps_sector_695,43119,COMERCIO AL POR MAYOR DE OTROS ALIMENTOS
stps_sector_696,43121,COMERCIO AL POR MAYOR DE BEBIDAS
stps_sector_697,43122,"COMERCIO AL POR MAYOR DE CIGARROS, PUROS Y TABACO"
stps_sector_698,43211,"COMERCIO AL POR MAYOR DE PRODUCTOS TEXTILES, EXCEPTO ROPA"
stps_sector_699,43212,COMERCIO AL POR MAYOR DE ROPA
stps_sector_700,43213,COMERCIO AL POR MAYOR DE CALZADO
stps_sector_701,43311,COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS
stps_sector_702,43321,COMERCIO AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA
stps_sector_703,43322,COMERCIO AL POR MAYOR DE ARTÍCULOS DE JOYERÍA Y OTROS ACCESORIOS DE VESTIR
stps_sector_704,43331,"COMERCIO AL POR MAYOR DE DISCOS, JUGUETES Y ARTÍCULOS DEPORTIVOS"
stps_sector_705,43341,COMERCIO AL POR MAYOR DE ARTÍCULOS DE PAPELERÍA
stps_sector_706,43342,COMERCIO AL POR MAYOR DE LIBROS
stps_sector_707,43343,COMERCIO AL POR MAYOR DE REVISTAS Y PERIÓDICOS
stps_sector_708,43351,COMERCIO AL POR MAYOR DE ELECTRODOMÉSTICOS MENORES Y APARATOS DE LÍNEA BLANCA
stps_sector_709,43411,COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS
stps_sector_710,43421,"COMERCIO AL POR MAYOR DE MATERIALES PARA LA CONSTRUCCIÓN, EXCEPTO DE MADERA"
stps_sector_711,43422,COMERCIO AL POR MAYOR DE MATERIAS PRIMAS PARA OTRAS INDUSTRIAS
stps_sector_712,43431,COMERCIO AL POR MAYOR DE MATERIALES DE DESECHO
stps_sector_713,43511,"COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIO, FORESTAL Y PARA LA PESCA"
stps_sector_714,43521,COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LA CONSTRUCCIÓN Y LA MINERÍA
stps_sector_715,43522,COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA MANUFACTURERA
stps_sector_716,43531,COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LOS SERVICIOS Y PARA ACTIVIDADES COMERCIALES
stps_sector_717,43541,"COMERCIO AL POR MAYOR DE MAQUINARIA, MOBILIARIO Y EQUIPO DE USO GENERAL"
stps_sector_718,43611,COMERCIO AL POR MAYOR DE CAMIONES
stps_sector_719,43711,INTERMEDIACIÓN AL POR MAYOR
stps_sector_720,43721,COMERCIO AL POR MAYOR POR MEDIOS MASIVOS DE COMUNICACIÓN Y OTROS MEDIOS
stps_sector_721,46111,"COMERCIO AL POR MENOR EN TIENDAS DE ABARROTES, ULTRAMARINOS Y MISCELÁNEAS"
stps_sector_722,46112,COMERCIO AL POR MENOR DE CARNES
stps_sector_723,46113,COMERCIO AL POR MENOR DE FRUTAS Y VERDURAS FRESCAS
stps_sector_724,46114,COMERCIO AL POR MENOR DE HUEVO
stps_sector_725,46115,"COMERCIO AL POR MENOR DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS"
stps_sector_726,46116,"COMERCIO AL POR MENOR DE LECHE PROCESADA, OTROS PRODUCTOS LÁCTEOS Y EMBUTIDOS"
stps_sector_727,46117,COMERCIO AL POR MENOR DE DULCES Y MATERIAS PRIMAS PARA REPOSTERÍA
stps_sector_728,46119,COMERCIO AL POR MENOR DE OTROS ALIMENTOS
stps_sector_729,46121,COMERCIO AL POR MENOR DE BEBIDAS
stps_sector_730,46122,"COMERCIO AL POR MENOR DE CIGARROS, PUROS Y TABACO"
stps_sector_731,46211,COMERCIO AL POR MENOR EN TIENDAS DE AUTOSERVICIO
stps_sector_732,46221,COMERCIO AL POR MENOR EN TIENDAS DEPARTAMENTALES
stps_sector_733,46311,"COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES, EXCEPTO ROPA"
stps_sector_734,46321,COMERCIO AL POR MENOR DE ROPA Y ACCESORIOS DE VESTIR
stps_sector_735,46331,COMERCIO AL POR MENOR DE CALZADO
stps_sector_736,46411,COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y NATURISTAS
stps_sector_737,46412,COMERCIO AL POR MENOR DE LENTES Y APARATOS ORTOPÉDICOS
stps_sector_738,46511,COMERCIO AL POR MENOR DE ARTÍCULOS DE PERFUMERÍA Y JOYERÍA
stps_sector_739,46521,COMERCIO AL POR MENOR DE ARTÍCULOS PARA EL ESPARCIMIENTO
stps_sector_740,46531,"COMERCIO AL POR MENOR DE ARTÍCULOS DE PAPELERÍA, LIBROS Y PERIÓDICOS"
stps_sector_741,46591,"COMERCIO AL POR MENOR DE MASCOTAS, REGALOS, ARTÍCULOS RELIGIOSOS, ARTESANÍAS, ARTÍCULOS EN TIENDAS IMPORTADORAS Y OTROS ARTÍCULOS DE USO PERSONAL"
stps_sector_742,46611,COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMÉSTICOS
stps_sector_743,46621,"COMERCIO AL POR MENOR DE COMPUTADORAS, TELÉFONOS Y OTROS APARATOS DE COMUNICACIÓN"
stps_sector_744,46631,COMERCIO AL POR MENOR DE ARTÍCULOS PARA LA DECORACIÓN DE INTERIORES
stps_sector_745,46641,COMERCIO AL POR MENOR DE ARTÍCULOS USADOS
stps_sector_746,46711,"COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA, TLAPALERÍA Y VIDRIOS"
stps_sector_747,46811,COMERCIO AL POR MENOR DE AUTOMÓVILES Y CAMIONETAS
stps_sector_748,46821,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES"
stps_sector_749,46831,COMERCIO AL POR MENOR DE MOTOCICLETAS Y OTROS VEHÍCULOS DE MOTOR
stps_sector_750,46841,COMERCIO AL POR MENOR DE COMBUSTIBLES
stps_sector_751,46842,"COMERCIO AL POR MENOR DE ACEITES Y GRASAS LUBRICANTES, ADITIVOS Y SIMILARES"
stps_sector_752,46911,INTERMEDIACIÓN AL POR MENOR
stps_sector_753,46921,COMERCIO AL POR MENOR POR MEDIOS MASIVOS DE COMUNICACIÓN Y OTROS MEDIOS
stps_sector_754,48111,TRANSPORTE AÉREO REGULAR
stps_sector_755,48121,TRANSPORTE AÉREO NO REGULAR
stps_sector_756,48211,TRANSPORTE POR FERROCARRIL
stps_sector_757,48311,TRANSPORTE MARÍTIMO
stps_sector_758,48321,TRANSPORTE POR AGUAS INTERIORES
stps_sector_759,48411,AUTOTRANSPORTE LOCAL DE CARGA GENERAL
stps_sector_760,48412,AUTOTRANSPORTE FORÁNEO DE CARGA GENERAL 
stps_sector_761,48421,SERVICIO DE MUDANZAS
stps_sector_762,48422,"AUTOTRANSPORTE LOCAL DE CARGA ESPECIALIZADO, EXCEPTO MUDANZAS"
stps_sector_763,48423,"AUTOTRANSPORTE FORÁNEO DE CARGA ESPECIALIZADO, EXCEPTO MUDANZAS"
stps_sector_764,48511,TRANSPORTE COLECTIVO DE PASAJEROS URBANO Y SUBURBANO
stps_sector_765,48521,TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL
stps_sector_766,48531,SERVICIO DE TAXIS
stps_sector_767,48532,SERVICIO DE LIMUSINAS
stps_sector_768,48541,TRANSPORTE ESCOLAR Y DE PERSONAL
stps_sector_769,48551,ALQUILER DE AUTOBUSES CON CHOFER
stps_sector_770,48599,OTRO TRANSPORTE TERRESTRE DE PASAJEROS
stps_sector_771,48611,TRANSPORTE DE PETRÓLEO CRUDO POR DUCTOS
stps_sector_772,48621,TRANSPORTE DE GAS NATURAL POR DUCTOS
stps_sector_773,48691,TRANSPORTE POR DUCTOS DE PRODUCTOS REFINADOS DEL PETRÓLEO
stps_sector_774,48699,"TRANSPORTE POR DUCTOS DE OTROS PRODUCTOS, EXCEPTO DE PRODUCTOS REFINADOS DEL PETRÓLEO"
stps_sector_775,48711,TRANSPORTE TURÍSTICO POR TIERRA
stps_sector_776,48721,TRANSPORTE TURÍSTICO POR AGUA
stps_sector_777,48799,OTRO TRANSPORTE TURÍSTICO
stps_sector_778,48811,OPERACIONES AEROPORTUARIAS
stps_sector_779,48819,OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE AÉREO
stps_sector_780,48821,SERVICIOS RELACIONADOS CON EL TRANSPORTE POR FERROCARRIL
stps_sector_781,48831,ADMINISTRACIÓN DE PUERTOS Y MUELLES
stps_sector_782,48832,SERVICIOS DE CARGA Y DESCARGA PARA EL TRANSPORTE POR AGUA
stps_sector_783,48833,SERVICIOS PARA LA NAVEGACIÓN POR AGUA
stps_sector_784,48839,OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR AGUA
stps_sector_785,48841,REMOLQUE DE VEHÍCULOS DE MOTOR
stps_sector_786,48849,OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR CARRETERA
stps_sector_787,48851,SERVICIOS DE INTERMEDIACIÓN PARA EL TRANSPORTE DE CARGA
stps_sector_788,48899,OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE
stps_sector_789,49111,SERVICIOS POSTALES
stps_sector_790,49211,SERVICIOS DE MENSAJERÍA Y PAQUETERÍA FORÁNEA
stps_sector_791,49221,SERVICIOS DE MENSAJERÍA Y PAQUETERÍA LOCAL
stps_sector_792,49311,ALMACENAMIENTO GENERAL SIN INSTALACIONES ESPECIALIZADAS
stps_sector_793,49312,ALMACENAMIENTO CON REFRIGERACIÓN
stps_sector_794,49313,ALMACENAMIENTO DE PRODUCTOS AGROPECUARIOS QUE NO REQUIEREN REFRIGERACIÓN
stps_sector_795,49319,OTROS SERVICIOS DE ALMACENAMIENTO CON INSTALACIONES ESPECIALIZADAS
stps_sector_796,51111,"EDICIÓN DE PERIÓDICOS, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_797,51112,"EDICIÓN DE REVISTAS Y OTRAS PUBLICACIONES PERIÓDICAS, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_798,51113,"EDICIÓN DE LIBROS, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_799,51114,"EDICIÓN DE DIRECTORIOS Y DE LISTAS DE CORREO, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_800,51119,"EDICIÓN DE OTROS MATERIALES, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_801,51121,"EDICIÓN DE SOFTWARE, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_802,51211,"PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS, PROGRAMAS PARA LA TELEVISIÓN Y OTROS MATERIALES AUDIOVISUALES"
stps_sector_803,51212,"DISTRIBUCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y OTROS MATERIALES AUDIOVISUALES"
stps_sector_804,51213,"EXHIBICIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y OTROS MATERIALES AUDIOVISUALES"
stps_sector_805,51219,SERVICIOS DE POSTPRODUCCIÓN Y OTROS SERVICIOS PARA LA INDUSTRIA FÍLMICA Y DEL VIDEO
stps_sector_806,51221,PRODUCTORAS DISCOGRÁFICAS
stps_sector_807,51222,PRODUCCIÓN Y DISTRIBUCIÓN DE DISCOS Y CINTAS MAGNETOFÓNICAS
stps_sector_808,51223,EDITORAS DE MÚSICA
stps_sector_809,51224,GRABACIÓN DE DISCOS Y CINTAS MAGNETOFÓNICAS
stps_sector_810,51229,OTROS SERVICIOS DE GRABACIÓN DEL SONIDO
stps_sector_811,51511,"TRANSMISIÓN DE PROGRAMAS DE RADIO, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_812,51512,"TRANSMISIÓN DE PROGRAMAS DE TELEVISIÓN, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_813,51521,"PRODUCCIÓN DE PROGRAMACIÓN DE CANALES PARA SISTEMAS DE TELEVISIÓN POR CABLE O SATELITALES, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_814,51611,CREACIÓN Y DIFUSIÓN DE CONTENIDO EXCLUSIVAMENTE A TRAVÉS DE INTERNET
stps_sector_815,51711,"TELEFONÍA TRADICIONAL, TELEGRAFÍA Y OTRAS TELECOMUNICACIONES ALÁMBRICAS"
stps_sector_816,51721,"TELEFONÍA CELULAR Y OTRAS TELECOMUNICACIONES INALÁMBRICAS, EXCEPTO LOS SERVICIOS DE SATÉLITES"
stps_sector_817,51731,REVENTA DE SERVICIOS DE TELECOMUNICACIONES
stps_sector_818,51741,SERVICIOS DE SATÉLITES
stps_sector_819,51751,"DISTRIBUCIÓN POR SUSCRIPCIÓN DE PROGRAMAS DE TELEVISIÓN, EXCEPTO A TRAVÉS DE INTERNET"
stps_sector_820,51791,OTROS SERVICIOS DE TELECOMUNICACIONES
stps_sector_821,51811,PROVEEDORES DE ACCESO A INTERNET Y SERVICIOS DE BÚSQUEDA EN LA RED
stps_sector_822,51821,"PROCESAMIENTO ELECTRÓNICO DE INFORMACIÓN, HOSPEDAJE DE PÁGINAS WEB Y OTROS SERVICIOS RELACIONADOS"
stps_sector_823,51911,AGENCIAS NOTICIOSAS
stps_sector_824,51912,BIBLIOTECAS Y ARCHIVOS
stps_sector_825,51919,OTROS SERVICIOS DE SUMINISTRO DE INFORMACIÓN
stps_sector_826,52111,BANCA CENTRAL 
stps_sector_827,52211,BANCA MÚLTIPLE
stps_sector_828,52221,BANCA DE DESARROLLO
stps_sector_829,52222,FONDOS Y FIDEICOMISOS FINANCIEROS PARA EL DESARROLLO
stps_sector_830,52231,UNIONES DE CRÉDITO
stps_sector_831,52232,CAJAS DE AHORRO POPULAR
stps_sector_832,52239,OTRAS INSTITUCIONES DE AHORRO Y PRÉSTAMO
stps_sector_833,52241,ARRENDADORAS FINANCIERAS
stps_sector_834,52242,COMPAÑÍAS DE FACTORAJE FINANCIERO
stps_sector_835,52243,SOCIEDADES FINANCIERAS DE OBJETO LIMITADO
stps_sector_836,52244,COMPAÑÍAS DE AUTOFINANCIAMIENTO
stps_sector_837,52245,MONTEPÍOS
stps_sector_838,52249,OTRAS INSTITUCIONES DE INTERMEDIACIÓN CREDITICIA Y FINANCIERA NO BURSÁTIL
stps_sector_839,52251,SERVICIOS RELACIONADOS CON LA INTERMEDIACIÓN CREDITICIA
stps_sector_840,52311,CASAS DE BOLSA
stps_sector_841,52312,CASAS DE CAMBIO Y CENTROS CAMBIARIOS
stps_sector_842,52321,BOLSA DE VALORES
stps_sector_843,52391,SOCIEDADES DE INVERSIÓN
stps_sector_844,52392,ASESORÍA EN INVERSIONES
stps_sector_845,52399,OTROS SERVICIOS RELACIONADOS CON LA INTERMEDIACIÓN BURSÁTIL
stps_sector_846,52411,COMPAÑÍAS ESPECIALIZADAS EN SEGUROS DE VIDA
stps_sector_847,52412,COMPAÑÍAS DE SEGUROS NO ESPECIALIZADAS EN SEGUROS DE VIDA
stps_sector_848,52413,FONDOS DE ASEGURAMIENTO CAMPESINO
stps_sector_849,52414,COMPAÑÍAS AFIANZADORAS
stps_sector_850,52421,"AGENTES, AJUSTADORES Y GESTORES DE SEGUROS Y FIANZAS"
stps_sector_851,52422,ADMINISTRACIÓN DE CAJAS DE PENSIÓN Y DE SEGUROS INDEPENDIENTES
stps_sector_852,53111,ALQUILER SIN INTERMEDIACIÓN DE VIVIENDAS Y OTROS INMUEBLES
stps_sector_853,53121,INMOBILIARIAS Y CORREDORES DE BIENES RAÍCES
stps_sector_854,53131,SERVICIOS RELACIONADOS CON LOS SERVICIOS INMOBILIARIOS
stps_sector_855,53211,ALQUILER DE AUTOMÓVILES SIN CHOFER
stps_sector_856,53212,"ALQUILER DE CAMIONES DE CARGA, AUTOBUSES Y REMOLQUES SIN CHOFER"
stps_sector_857,53221,ALQUILER DE APARATOS ELÉCTRICOS Y ELECTRÓNICOS PARA EL HOGAR
stps_sector_858,53222,ALQUILER DE ROPA
stps_sector_859,53223,ALQUILER DE VIDEOCASETES Y DISCOS
stps_sector_860,53229,ALQUILER DE OTROS ARTÍCULOS PARA EL HOGAR
stps_sector_861,53231,CENTROS GENERALES DE ALQUILER
stps_sector_862,53241,"ALQUILER DE MAQUINARIA Y EQUIPO PARA CONSTRUCCIÓN, MINERÍA, ACTIVIDADES FORESTALES Y TRANSPORTE, EXCEPTO TERRESTRE"
stps_sector_863,53242,ALQUILER DE EQUIPO DE CÓMPUTO Y DE OTRAS MÁQUINAS Y MOBILIARIO DE OFICINA
stps_sector_864,53249,"ALQUILER DE OTRA MAQUINARIA Y EQUIPO INDUSTRIAL, COMERCIAL Y DE SERVICIOS"
stps_sector_865,53311,"SERVICIOS DE ALQUILER DE MARCAS REGISTRADAS, PATENTES Y FRANQUICIAS"
stps_sector_866,54111,BUFETES JURÍDICOS
stps_sector_867,54112,NOTARÍAS PÚBLICAS
stps_sector_868,54119,SERVICIOS DE APOYO PARA EFECTUAR TRÁMITES LEGALES
stps_sector_869,54121,"SERVICIOS DE CONTABILIDAD, AUDITORÍA Y SERVICIOS RELACIONADOS"
stps_sector_870,54131,SERVICIOS DE ARQUITECTURA
stps_sector_871,54132,SERVICIOS DE ARQUITECTURA DE PAISAJE Y URBANISMO
stps_sector_872,54133,SERVICIOS DE INGENIERÍA
stps_sector_873,54134,SERVICIOS DE DIBUJO
stps_sector_874,54135,SERVICIOS DE INSPECCIÓN DE EDIFICIOS
stps_sector_875,54136,SERVICIOS DE LEVANTAMIENTO GEOFÍSICO
stps_sector_876,54137,SERVICIOS DE ELABORACIÓN DE MAPAS
stps_sector_877,54138,LABORATORIOS DE PRUEBAS
stps_sector_878,54141,DISEÑO Y DECORACIÓN DE INTERIORES
stps_sector_879,54142,DISEÑO INDUSTRIAL
stps_sector_880,54143,DISEÑO GRÁFICO
stps_sector_881,54149,DISEÑO DE MODAS Y OTROS DISEÑOS ESPECIALIZADOS
stps_sector_882,54151,SERVICIOS DE CONSULTORÍA EN COMPUTACIÓN
stps_sector_883,54161,SERVICIOS DE CONSULTORÍA EN ADMINISTRACIÓN
stps_sector_884,54162,SERVICIOS DE CONSULTORÍA EN MEDIO AMBIENTE
stps_sector_885,54169,OTROS SERVICIOS DE CONSULTORÍA CIENTÍFICA Y TÉCNICA
stps_sector_886,54171,"SERVICIOS DE INVESTIGACIÓN Y DESARROLLO EN CIENCIAS FÍSICAS, DE LA VIDA E INGENIERÍA"
stps_sector_887,54172,SERVICIOS DE INVESTIGACIÓN Y DESARROLLO EN CIENCIAS SOCIALES Y HUMANIDADES
stps_sector_888,54181,AGENCIAS DE PUBLICIDAD
stps_sector_889,54182,AGENCIAS DE RELACIONES PÚBLICAS
stps_sector_890,54183,AGENCIAS DE COMPRA DE MEDIOS A PETICIÓN DEL CLIENTE
stps_sector_891,54184,AGENCIAS DE REPRESENTACIÓN DE MEDIOS
stps_sector_892,54185,AGENCIAS DE ANUNCIOS PUBLICITARIOS
stps_sector_893,54186,AGENCIAS DE PUBLICIDAD QUE OPERAN POR CORREO DIRECTO
stps_sector_894,54187,DISTRIBUCIÓN DE MATERIAL PUBLICITARIO
stps_sector_895,54189,OTROS SERVICIOS DE PUBLICIDAD
stps_sector_896,54191,SERVICIOS DE INVESTIGACIÓN DE MERCADOS Y ENCUESTAS DE OPINIÓN PÚBLICA
stps_sector_897,54192,SERVICIOS DE FOTOGRAFÍA
stps_sector_898,54193,SERVICIOS DE TRADUCCIÓN E INTERPRETACIÓN
stps_sector_899,54194,SERVICIOS VETERINARIOS
stps_sector_900,54199,"OTROS SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS"
stps_sector_901,55111,DIRECCIÓN DE CORPORATIVOS Y EMPRESAS
stps_sector_902,56111,SERVICIOS DE ADMINISTRACIÓN DE NEGOCIOS
stps_sector_903,56121,SERVICIOS COMBINADOS DE APOYO EN INSTALACIONES
stps_sector_904,56131,AGENCIAS DE COLOCACIÓN
stps_sector_905,56132,AGENCIAS DE EMPLEO TEMPORAL
stps_sector_906,56133,SUMINISTRO DE PERSONAL PERMANENTE
stps_sector_907,56141,SERVICIOS DE PREPARACIÓN DE DOCUMENTOS
stps_sector_908,56142,"SERVICIOS DE CASETAS TELEFÓNICAS, RECEPCIÓN DE LLAMADAS Y PROMOCIÓN POR TELÉFONO"
stps_sector_909,56143,"SERVICIOS DE FOTOCOPIADO, FAX Y AFINES"
stps_sector_910,56144,AGENCIAS DE COBRANZA
stps_sector_911,56145,DESPACHOS DE INVESTIGACIÓN DE SOLVENCIA FINANCIERA
stps_sector_912,56149,OTROS SERVICIOS DE APOYO SECRETARIAL Y SIMILARES
stps_sector_913,56151,AGENCIAS DE VIAJES
stps_sector_914,56152,ORGANIZACIÓN DE EXCURSIONES Y PAQUETES TURÍSTICOS PARA AGENCIAS DE VIAJES
stps_sector_915,56159,OTROS SERVICIOS DE RESERVACIONES
stps_sector_916,56161,"SERVICIOS DE INVESTIGACIÓN Y DE PROTECCIÓN Y CUSTODIA, EXCEPTO MEDIANTE MONITOREO"
stps_sector_917,56162,SERVICIOS DE PROTECCIÓN Y CUSTODIA MEDIANTE EL MONITOREO DE SISTEMAS DE SEGURIDAD
stps_sector_918,56171,SERVICIOS DE CONTROL Y EXTERMINACIÓN DE PLAGAS
stps_sector_919,56172,SERVICIOS DE LIMPIEZA DE INMUEBLES
stps_sector_920,56173,SERVICIOS DE INSTALACIÓN Y MANTENIMIENTO DE ÁREAS VERDES
stps_sector_921,56174,"SERVICIOS DE LIMPIEZA DE TAPICERÍA, ALFOMBRAS Y MUEBLES"
stps_sector_922,56179,OTROS SERVICIOS DE LIMPIEZA
stps_sector_923,56191,SERVICIOS DE EMPACADO Y ETIQUETADO
stps_sector_924,56192,ORGANIZADORES DE CONVENCIONES Y FERIAS COMERCIALES E INDUSTRIALES
stps_sector_925,56199,OTROS SERVICIOS DE APOYO A LOS NEGOCIOS
stps_sector_926,56211,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN
stps_sector_927,61111,ESCUELAS DE EDUCACIÓN PREESCOLAR
stps_sector_928,61112,ESCUELAS DE EDUCACIÓN PRIMARIA
stps_sector_929,61113,ESCUELAS DE EDUCACIÓN SECUNDARIA GENERAL
stps_sector_930,61114,ESCUELAS DE EDUCACIÓN SECUNDARIA TÉCNICA
stps_sector_931,61115,ESCUELAS DE EDUCACIÓN MEDIA TÉCNICA TERMINAL
stps_sector_932,61116,ESCUELAS DE EDUCACIÓN MEDIA SUPERIOR
stps_sector_933,61117,ESCUELAS QUE COMBINAN DIVERSOS NIVELES DE EDUCACIÓN
